file_num	elab_line	worker_num	question	target_line	target
894	2	1	How unusual is the norm where a person gives kidney to his brother?	1	kidney from his brother
903	6	1	What violent acts has the ISIL group committed?	1	violent group Islamic State (ISIL)
887	10	3	What are the names of the two main political parties in the United States?	7	several states with important Senate races.
894	2	3	Why is a kidney transplant between brothers not unusual?	1	got the kidney from his brother.
903	6	3	Which group has killed U.S. journalists and local citizens?	1	Islamic State (ISIL)
905	15	1	What is the belief system of Julie Williams?	14	Julie Williams
909	6	1	Who is the library open to?	5	library
909	43	1	What kind of social things do first ladies do apart from involvement in making of presidential libraries?	42	making of presidential libraries
905	15	0	What influenced Williams suggestion?	14	plan was suggested by school board member Julie Williams
909	6	0	Who has access to the presidential library?	4	presidential library
909	43	0	Why are first ladies involved in their husbands' libraries?	42	first ladies are as involved
914	9	0	What would be a high rate of child death?	8	One out of 100 is a low rate
918	9	0	What is the result of baseball being Cuba's official sport?	10	baseball is the official sport of Cuba
924	3	0	How deadly is Ebola?	2	Ebola is a deadly disease.
914	9	3	Why is seventeen out of 100 considered a high rate of child death?	4	researchers look at how often children around the world die before age 5.
918	9	3	What is Cuba's relationship with baseball?	10	baseball is the official sport of Cuba.
924	3	3	What happens to most people who get Ebola?	2	deadly
932	1	0	Who decides who gets a Nobel Prize?	2	committee in Sweden votes
932	58	0	Why do potential winners stay near the phone when the prize is announced?	57	winners wait near their telephones
933	21	0	What can kids in juvenile hall do when they have strong feelings?	20	juvenile hall can bring up strong feelings.
932	1	1	In which fields is Nobel Prize given?	0	Nobel Prize
932	58	1	Why do likely winners wait near their telephones on the day the prize is announced?	57	likely winners wait near their telephones on the day the prize is announced
933	21	1	How do writing classes help kids with their feelings?	20	strong feelings
938	14	1	What kind of clothing do the rules include?	13	special clothes
945	1	1	What kind of people win Nobel Peace Prize?	0	Nobel Peace Prize
948	42	1	What is St. Louis branch of the National about?	41	St. Louis branch of the National
938	14	0	What special clothes must health care workers wear?	13	health care workers must wear special clothes
945	1	0	Who is the Nobel Peace Prize given to?	0	won the Nobel Peace Prize.
948	42	0	What does the National do?	41	branch of the National
952	5	0	When was the cold war?	4	the Cold War
952	46	0	What does Russia say about their worries?	45	are all worried
956	25	0	What caused the long period without rain?	24	long time without rain
952	5	1	What was the time period of Cold War?	4	Cold War
952	46	1	What does Russia have to say about the issue?	44	Russia may make some move
956	25	1	Why has Iran gone for a long time without rain?	24	Iran has gone for a  long time without rain
964	9	3	Why were parking meters there in the past?	8	parking meters in the city
970	5	3	Why would valuable pieces of history be lost forever?	7	had been left there during the battle
971	25	3	What makes more plants grow?	24	pollen
964	9	0	What was changed about the fourteen parking meters?	8	Fourteen parking meters in the city have been changed.
970	5	0	Why did the man have a metal detector?	3	man began showing up with a metal detector
971	25	0	What is the result of bees carrying pollen between plants?	24	They carry pollen
974	13	1	Why does Hartline do so much work on his business?	12	He unpacks boxes and puts products on shelves
978	15	1	What does probation mean?	14	probation
979	25	1	Why do Amish and Mennonites have an unusual set of genes?	24	unusual set of genes
974	13	3	What kind of work does Hartline do?	12	unpacks boxes and puts products on shelves.
978	15	3	Why could he only live in certain places?	14	he was put on probation.
979	25	3	What is the result of the Amish and Mennonites only marrying within their communities?	24	an unusual set of genes.
99	26	1	How many people died in the crash?	25	crashed
992	21	1	What is InterVarsity's opinion about students who lead Bible study and prayers?	20	students lead Bible study and prayers
999	17	1	What freedoms did East Germans not have?	16	East Germans didn't have much freedom
99	26	3	Who died in the Colgan Air crash?	24	last deadly U.S. crash was a plane flown by Colgan Air .
992	21	3	What does InterVarsity want the students to believe in?	20	InterVarsity
999	17	3	What couldn't East Germans do?	14	East Germany was communist.
1000	36	5	What else did the Confederate guns destroy?	35	Confederate guns
1002	17	5	Why are the islands famous?	16	famous
1006	14	5	What positive effect did the success of the London games have?	12	London games
1000	36	0	What happened to Cushing's unit?	35	Cushing's unit.
1002	17	0	What are the islands famous for?	16	famous.
1006	14	0	What resulted from the success of the London games?	12	very successful
1000	36	3	Whose guns were not destroyed by Confederate guns?	34	Cushing
1002	17	3	What do the Galapagos Islands have?	15	The Galápagos
1006	14	3	What did the popularity of their games lead to?	12	The London games
1011	15	5	Why would Rapamycin be tested on dogs?	18	Rapamycin
1017	16	5	What is the job of the Federal Aviation Administration (FAA)?	15	Federal Aviation Administration (FAA)
1118	5	5	What were the missions converted into?	4	missions
1011	15	1	What is different about dog experimentation than human one?	14	Dogs are another story
1017	16	1	What is the authority of FAA?	15	FAA
1118	5	1	What were these missions actually?	4	missions
1011	15	0	How would testing rapamycin on dogs help scientists?	14	Dogs are another story.
1017	16	0	Why are reports filed with the FAA?	15	filed with the Federal Aviation Administration (FAA)
1118	5	0	What were the missions used for?	4	used by
1119	1	4	What is the State of the Union address?	0	State of the Union address
1120	7	4	What does she do at school?	6	school
1124	41	4	What makes a stable home life important?	40	important
1119	1	5	What is the President's State of the Union address?	0	State of the Union address
1120	7	5	What does she do while in school?	6	school
1124	41	5	Why is a stable home life important for students?	40	stable home life
1119	1	6	What is the purpose of the State of the Union address?	0	State of the Union address.
1120	7	6	What is something she is learning in school?	6	She goes to school
1124	41	6	What happens to students without a stable home life?	40	A stable home life is important
1126	27	6	Was their idea about X-rays correct?	26	thought that X-rays might let them read the scrolls without unrolling them
1133	3	6	What do talent agents do?	2	talent agents
1136	8	6	Why is Geomagnetism so strong?	7	very strong force
1126	27	5	How successful were they in reading the scrolls with X-rays?	26	X-rays
1133	3	5	Who do these talent agents often work with?	2	talent agents
1136	8	5	Why is Geomagnetism regarded as a very strong force?	7	very strong force
1139	24	5	What other thing can be bad for children?	23	bad for children
1141	16	5	What are the other jobs people do but were not shown?	15	other jobs people do.
1145	3	5	How can the letter grouping ''ough'' be pronounced?	1	the letter grouping ''ough
1139	24	6	How bad is pizza for children?	23	pizza can be bad
1141	16	6	What are some jobs that aren't shown?	15	many other jobs
1145	3	6	What is one way that it can be said?	2	different ways
1147	41	6	What are scientist going to do with the patterns?	40	look for patterns
1149	14	6	What is a socialist government?	13	socialist government
1155	7	6	What does FFA do?	6	well-known group
1147	41	5	What are scientists' expectations for the patterns they look out for?	40	patterns
1149	14	5	How can one identify a socialist government?	13	socialist government
1155	7	5	What does the group Future Farmers of America do?	5	Future Farmers of America
1159	36	1	Where is school of Emily Furney located?	34	Emily Furney
1163	34	1	Why did they choose Barnett for hiring?	29	hired
1168	27	1	Who gets affected by issue of ozone and pollution?	26	ozone then adds to pollution
1159	36	6	What is something else in Tarrant County?	35	the United Way of Tarrant County.
1163	34	6	How do artists and managers feel about Barnett?	33	He liked the Beatles and Beach Boys.
1168	27	6	Whos is more affected by this ozone?	26	The ozone then adds to pollution
1171	19	1	Why did Rosa Parks try to look gentle?	18	tried hard to seem gentle
1174	40	1	How did B-2 stealth bomber look like?	39	B-2 stealth bomber
1179	13	1	What does feng shui mean?	12	feng shui
1171	19	5	Why did Rosa Parks try hard to seem gentle?	18	Rosa Parks
1174	40	5	How can the B-2 stealth bomber be described?	39	B-2 stealth bomber
1179	13	5	What does feng shui mean?	12	feng shui
1171	19	6	Why did Rosa Parks want to appear gentle?	18	tried hard to seem gentle
